layer_id,batch,tiles,status,cycles,energy_pj,mac_pj,buffer_pj,bus_pj,ubuf_pj,K,B,H,W
0,16,13,ok,290304,898429432.49280012,26085556.223999999,769180697.6256001,0,103163178.6432,1,1,1,13
0,16,14,ok,258048,858673504.81920004,24970788.863999996,734388831.90400004,0,99313884.051200017,1,2,1,7
0,16,15,ok,241920,863967685.53600001,25082265.599999998,739685503.87199998,0,99199916.06400001,1,1,1,15
0,16,16,ok,225792,858141150.52799988,24970788.863999996,734271618.55359995,0,98898743.110400006,1,16,1,1
0,32,1,ok,7225344,1716014070.0095997,49941577.727999993,1468331450.6623998,0,197741041.61920002,1,1,1,1
0,32,2,ok,3612672,1716022722.6239998,49941577.727999993,1468338282.4831998,0,197742862.41280001,1,2,1,1
0,32,3,ok,2419200,1728093322.8864002,50164531.199999996,1479578120.9856,0,198350670.7008,1,1,1,3
0,32,4,ok,1806336,1716040027.8527999,49941577.727999993,1468351946.1248,0,197746504,1,4,1,1
0,32,5,ok,1451520,1728100380.3840003,50164531.199999988,1479581536.8960001,0,198354312.28800002,1,1,1,5
0,32,6,ok,1209600,1728103909.1327999,50164531.199999996,1479583244.8512001,0,198356133.08160001,1,2,1,3
0,32,7,ok,1032192,1717165304.7360001,49941577.727999993,1468634195.5712001,0,198589531.4368,1,1,1,7
0,32,8,ok,903168,1716074638.3103998,49941577.727999993,1468379273.4079998,0,197753787.1744,1,8,1,1
0,32,9,ok,806400,1727810621.7408001,50164531.199999996,1479284495.0783999,0,198361595.46240002,1,1,1,9
0,32,10,ok,725760,1728118024.1280003,50164531.199999988,1479590076.6719999,0,198363416.25600004,1,2,1,5
0,32,11,ok,677376,1769725765.4471998,51502252.031999998,1514284913.2091999,0,203938600.20600003,1,11,1,1
0,32,12,ok,604800,1728125081.6256001,50164531.199999996,1479593492.5824001,0,198367057.84320003,1,4,1,3
